track_id,path,label,artist,split,label_idx
blues.00032,data/raw/gtzan/genres_original\blues\blues.00032.wav,blues,,train,0
blues.00033,data/raw/gtzan/genres_original\blues\blues.00033.wav,blues,,test,0
blues.00034,data/raw/gtzan/genres_original\blues\blues.00034.wav,blues,,train,0
blues.00035,data/raw/gtzan/genres_original\blues\blues.00035.wav,blues,,train,0
blues.00036,data/raw/gtzan/genres_original\blues\blues.00036.wav,blues,,train,0
blues.00037,data/raw/gtzan/genres_original\blues\blues.00037.wav,blues,,val,0
blues.00038,data/raw/gtzan/genres_original\blues\blues.00038.wav,blues,,train,0
blues.00039,data/raw/gtzan/genres_original\blues\blues.00039.wav,blues,,train,0
blues.00040,data/raw/gtzan/genres_original\blues\blues.00040.wav,blues,,train,0
blues.00041,data/raw/gtzan/genres_original\blues\blues.00041.wav,blues,,train,0
blues.00042,data/raw/gtzan/genres_original\blues\blues.00042.wav,blues,,test,0
blues.00043,data/raw/gtzan/genres_original\blues\blues.00043.wav,blues,,train,0
blues.00044,data/raw/gtzan/genres_original\blues\blues.00044.wav,blues,,train,0
blues.00045,data/raw/gtzan/genres_original\blues\blues.00045.wav,blues,,train,0
blues.00046,data/raw/gtzan/genres_original\blues\blues.00046.wav,blues,,train,0
blues.00047,data/raw/gtzan/genres_original\blues\blues.00047.wav,blues,,train,0
blues.00048,data/raw/gtzan/genres_original\blues\blues.00048.wav,blues,,train,0
blues.00049,data/raw/gtzan/genres_original\blues\blues.00049.wav,blues,,train,0
blues.00050,data/raw/gtzan/genres_original\blues\blues.00050.wav,blues,,test,0
blues.00051,data/raw/gtzan/genres_original\blues\blues.00051.wav,blues,,val,0
blues.00052,data/raw/gtzan/genres_original\blues\blues.00052.wav,blues,,test,0
blues.00053,data/raw/gtzan/genres_original\blues\blues.00053.wav,blues,,train,0
blues.00054,data/raw/gtzan/genres_original\blues\blues.00054.wav,blues,,train,0
blues.00055,data/raw/gtzan/genres_original\blues\blues.00055.wav,blues,,train,0
blues.00056,data/raw/gtzan/genres_original\blues\blues.00056.wav,blues,,test,0
blues.00057,data/raw/gtzan/genres_original\blues\blues.00057.wav,blues,,val,0
blues.00058,data/raw/gtzan/genres_original\blues\blues.00058.wav,blues,,train,0
blues.00059,data/raw/gtzan/genres_original\blues\blues.00059.wav,blues,,test,0
blues.00060,data/raw/gtzan/genres_original\blues\blues.00060.wav,blues,,train,0
blues.00061,data/raw/gtzan/genres_original\blues\blues.00061.wav,blues,,val,0
blues.00062,data/raw/gtzan/genres_original\blues\blues.00062.wav,blues,,train,0
blues.00063,data/raw/gtzan/genres_original\blues\blues.00063.wav,blues,,train,0
blues.00064,data/raw/gtzan/genres_original\blues\blues.00064.wav,blues,,train,0
blues.00065,data/raw/gtzan/genres_original\blues\blues.00065.wav,blues,,train,0
blues.00066,data/raw/gtzan/genres_original\blues\blues.00066.wav,blues,,train,0
blues.00067,data/raw/gtzan/genres_original\blues\blues.00067.wav,blues,,train,0
blues.00068,data/raw/gtzan/genres_original\blues\blues.00068.wav,blues,,train,0
blues.00069,data/raw/gtzan/genres_original\blues\blues.00069.wav,blues,,train,0
blues.00070,data/raw/gtzan/genres_original\blues\blues.00070.wav,blues,,train,0
blues.00071,data/raw/gtzan/genres_original\blues\blues.00071.wav,blues,,test,0
blues.00072,data/raw/gtzan/genres_original\blues\blues.00072.wav,blues,,train,0
blues.00073,data/raw/gtzan/genres_original\blues\blues.00073.wav,blues,,train,0
blues.00074,data/raw/gtzan/genres_original\blues\blues.00074.wav,blues,,train,0
blues.00075,data/raw/gtzan/genres_original\blues\blues.00075.wav,blues,,train,0
blues.00076,data/raw/gtzan/genres_original\blues\blues.00076.wav,blues,,val,0
blues.00077,data/raw/gtzan/genres_original\blues\blues.00077.wav,blues,,train,0
blues.00078,data/raw/gtzan/genres_original\blues\blues.00078.wav,blues,,val,0
blues.00079,data/raw/gtzan/genres_original\blues\blues.00079.wav,blues,,val,0
blues.00080,data/raw/gtzan/genres_original\blues\blues.00080.wav,blues,,val,0
blues.00081,data/raw/gtzan/genres_original\blues\blues.00081.wav,blues,,test,0
blues.00082,data/raw/gtzan/genres_original\blues\blues.00082.wav,blues,,train,0
blues.00083,data/raw/gtzan/genres_original\blues\blues.00083.wav,blues,,train,0
blues.00084,data/raw/gtzan/genres_original\blues\blues.00084.wav,blues,,train,0
blues.00085,data/raw/gtzan/genres_original\blues\blues.00085.wav,blues,,train,0
blues.00086,data/raw/gtzan/genres_original\blues\blues.00086.wav,blues,,train,0
blues.00087,data/raw/gtzan/genres_original\blues\blues.00087.wav,blues,,train,0
blues.00088,data/raw/gtzan/genres_original\blues\blues.00088.wav,blues,,train,0
blues.00089,data/raw/gtzan/genres_original\blues\blues.00089.wav,blues,,train,0
blues.00090,data/raw/gtzan/genres_original\blues\blues.00090.wav,blues,,train,0
blues.00091,data/raw/gtzan/genres_original\blues\blues.00091.wav,blues,,train,0
blues.00092,data/raw/gtzan/genres_original\blues\blues.00092.wav,blues,,test,0
blues.00093,data/raw/gtzan/genres_original\blues\blues.00093.wav,blues,,train,0
blues.00094,data/raw/gtzan/genres_original\blues\blues.00094.wav,blues,,val,0
blues.00095,data/raw/gtzan/genres_original\blues\blues.00095.wav,blues,,train,0
blues.00096,data/raw/gtzan/genres_original\blues\blues.00096.wav,blues,,train,0
blues.00097,data/raw/gtzan/genres_original\blues\blues.00097.wav,blues,,val,0
blues.00098,data/raw/gtzan/genres_original\blues\blues.00098.wav,blues,,train,0
blues.00099,data/raw/gtzan/genres_original\blues\blues.00099.wav,blues,,val,0
classical.00000,data/raw/gtzan/genres_original\classical\classical.00000.wav,classical,,train,1
classical.00001,data/raw/gtzan/genres_original\classical\classical.00001.wav,classical,,train,1
classical.00002,data/raw/gtzan/genres_original\classical\classical.00002.wav,classical,,train,1
classical.00003,data/raw/gtzan/genres_original\classical\classical.00003.wav,classical,,train,1
classical.00004,data/raw/gtzan/genres_original\classical\classical.00004.wav,classical,,train,1
classical.00005,data/raw/gtzan/genres_original\classical\classical.00005.wav,classical,,train,1
classical.00006,data/raw/gtzan/genres_original\classical\classical.00006.wav,classical,,test,1
classical.00007,data/raw/gtzan/genres_original\classical\classical.00007.wav,classical,,test,1
classical.00008,data/raw/gtzan/genres_original\classical\classical.00008.wav,classical,,train,1
classical.00009,data/raw/gtzan/genres_original\classical\classical.00009.wav,classical,,train,1
classical.00010,data/raw/gtzan/genres_original\classical\classical.00010.wav,classical,,train,1
classical.00011,data/raw/gtzan/genres_original\classical\classical.00011.wav,classical,,train,1
classical.00012,data/raw/gtzan/genres_original\classical\classical.00012.wav,classical,,train,1
classical.00013,data/raw/gtzan/genres_original\classical\classical.00013.wav,classical,,train,1
classical.00014,data/raw/gtzan/genres_original\classical\classical.00014.wav,classical,,train,1
classical.00015,data/raw/gtzan/genres_original\classical\classical.00015.wav,classical,,val,1
classical.00016,data/raw/gtzan/genres_original\classical\classical.00016.wav,classical,,val,1
classical.00017,data/raw/gtzan/genres_original\classical\classical.00017.wav,classical,,train,1
classical.00018,data/raw/gtzan/genres_original\classical\classical.00018.wav,classical,,val,1
classical.00019,data/raw/gtzan/genres_original\classical\classical.00019.wav,classical,,train,1
classical.00020,data/raw/gtzan/genres_original\classical\classical.00020.wav,classical,,test,1
classical.00021,data/raw/gtzan/genres_original\classical\classical.00021.wav,classical,,train,1
classical.00022,data/raw/gtzan/genres_original\classical\classical.00022.wav,classical,,train,1
classical.00023,data/raw/gtzan/genres_original\classical\classical.00023.wav,classical,,train,1
classical.00024,data/raw/gtzan/genres_original\classical\classical.00024.wav,classical,,test,1
classical.00025,data/raw/gtzan/genres_original\classical\classical.00025.wav,classical,,val,1
classical.00026,data/raw/gtzan/genres_original\classical\classical.00026.wav,classical,,test,1
classical.00027,data/raw/gtzan/genres_original\classical\classical.00027.wav,classical,,train,1
classical.00028,data/raw/gtzan/genres_original\classical\classical.00028.wav,classical,,train,1
classical.00029,data/raw/gtzan/genres_original\classical\classical.00029.wav,classical,,train,1
classical.00030,data/raw/gtzan/genres_original\classical\classical.00030.wav,classical,,train,1
classical.00031,data/raw/gtzan/genres_original\classical\classical.00031.wav,classical,,train,1
classical.00032,data/raw/gtzan/genres_original\classical\classical.00032.wav,classical,,train,1
classical.00033,data/raw/gtzan/genres_original\classical\classical.00033.wav,classical,,train,1
classical.00034,data/raw/gtzan/genres_original\classical\classical.00034.wav,classical,,test,1
classical.00035,data/raw/gtzan/genres_original\classical\classical.00035.wav,classical,,train,1
classical.00036,data/raw/gtzan/genres_original\classical\classical.00036.wav,classical,,val,1
classical.00037,data/raw/gtzan/genres_original\classical\classical.00037.wav,classical,,val,1
classical.00038,data/raw/gtzan/genres_original\classical\classical.00038.wav,classical,,test,1
classical.00039,data/raw/gtzan/genres_original\classical\classical.00039.wav,classical,,train,1
classical.00040,data/raw/gtzan/genres_original\classical\classical.00040.wav,classical,,test,1
classical.00041,data/raw/gtzan/genres_original\classical\classical.00041.wav,classical,,test,1
classical.00042,data/raw/gtzan/genres_original\classical\classical.00042.wav,classical,,test,1
classical.00043,data/raw/gtzan/genres_original\classical\classical.00043.wav,classical,,val,1
classical.00044,data/raw/gtzan/genres_original\classical\classical.00044.wav,classical,,train,1
classical.00045,data/raw/gtzan/genres_original\classical\classical.00045.wav,classical,,test,1
classical.00046,data/raw/gtzan/genres_original\classical\classical.00046.wav,classical,,test,1
classical.00047,data/raw/gtzan/genres_original\classical\classical.00047.wav,classical,,val,1
classical.00048,data/raw/gtzan/genres_original\classical\classical.00048.wav,classical,,train,1
classical.00049,data/raw/gtzan/genres_original\classical\classical.00049.wav,classical,,train,1
classical.00050,data/raw/gtzan/genres_original\classical\classical.00050.wav,classical,,val,1
classical.00051,data/raw/gtzan/genres_original\classical\classical.00051.wav,classical,,train,1
classical.00052,data/raw/gtzan/genres_original\classical\classical.00052.wav,classical,,train,1
classical.00053,data/raw/gtzan/genres_original\classical\classical.00053.wav,classical,,val,1
classical.00054,data/raw/gtzan/genres_original\classical\classical.00054.wav,classical,,train,1
classical.00055,data/raw/gtzan/genres_original\classical\classical.00055.wav,classical,,train,1
classical.00056,data/raw/gtzan/genres_original\classical\classical.00056.wav,classical,,test,1
classical.00057,data/raw/gtzan/genres_original\classical\classical.00057.wav,classical,,val,1
classical.00058,data/raw/gtzan/genres_original\classical\classical.00058.wav,classical,,train,1
classical.00059,data/raw/gtzan/genres_original\classical\classical.00059.wav,classical,,train,1
classical.00060,data/raw/gtzan/genres_original\classical\classical.00060.wav,classical,,train,1
classical.00061,data/raw/gtzan/genres_original\classical\classical.00061.wav,classical,,train,1
classical.00062,data/raw/gtzan/genres_original\classical\classical.00062.wav,classical,,train,1
classical.00063,data/raw/gtzan/genres_original\classical\classical.00063.wav,classical,,test,1
classical.00064,data/raw/gtzan/genres_original\classical\classical.00064.wav,classical,,train,1
classical.00065,data/raw/gtzan/genres_original\classical\classical.00065.wav,classical,,train,1
classical.00066,data/raw/gtzan/genres_original\classical\classical.00066.wav,classical,,train,1
classical.00067,data/raw/gtzan/genres_original\classical\classical.00067.wav,classical,,train,1
classical.00068,data/raw/gtzan/genres_original\classical\classical.00068.wav,classical,,train,1
classical.00069,data/raw/gtzan/genres_original\classical\classical.00069.wav,classical,,val,1
classical.00070,data/raw/gtzan/genres_original\classical\classical.00070.wav,classical,,train,1
classical.00071,data/raw/gtzan/genres_original\classical\classical.00071.wav,classical,,train,1
classical.00072,data/raw/gtzan/genres_original\classical\classical.00072.wav,classical,,val,1
classical.00073,data/raw/gtzan/genres_original\classical\classical.00073.wav,classical,,train,1
classical.00074,data/raw/gtzan/genres_original\classical\classical.00074.wav,classical,,train,1
classical.00075,data/raw/gtzan/genres_original\classical\classical.00075.wav,classical,,train,1
classical.00076,data/raw/gtzan/genres_original\classical\classical.00076.wav,classical,,train,1
classical.00077,data/raw/gtzan/genres_original\classical\classical.00077.wav,classical,,train,1
classical.00078,data/raw/gtzan/genres_original\classical\classical.00078.wav,classical,,train,1
classical.00079,data/raw/gtzan/genres_original\classical\classical.00079.wav,classical,,test,1
classical.00080,data/raw/gtzan/genres_original\classical\classical.00080.wav,classical,,train,1
classical.00081,data/raw/gtzan/genres_original\classical\classical.00081.wav,classical,,train,1
classical.00082,data/raw/gtzan/genres_original\classical\classical.00082.wav,classical,,train,1
classical.00083,data/raw/gtzan/genres_original\classical\classical.00083.wav,classical,,train,1
classical.00084,data/raw/gtzan/genres_original\classical\classical.00084.wav,classical,,train,1
classical.00085,data/raw/gtzan/genres_original\classical\classical.00085.wav,classical,,train,1
classical.00086,data/raw/gtzan/genres_original\classical\classical.00086.wav,classical,,train,1
classical.00087,data/raw/gtzan/genres_original\classical\classical.00087.wav,classical,,train,1
classical.00088,data/raw/gtzan/genres_original\classical\classical.00088.wav,classical,,train,1
classical.00089,data/raw/gtzan/genres_original\classical\classical.00089.wav,classical,,train,1
classical.00090,data/raw/gtzan/genres_original\classical\classical.00090.wav,classical,,train,1
classical.00091,data/raw/gtzan/genres_original\classical\classical.00091.wav,classical,,train,1
classical.00092,data/raw/gtzan/genres_original\classical\classical.00092.wav,classical,,train,1
classical.00093,data/raw/gtzan/genres_original\classical\classical.00093.wav,classical,,train,1
classical.00094,data/raw/gtzan/genres_original\classical\classical.00094.wav,classical,,train,1
classical.00095,data/raw/gtzan/genres_original\classical\classical.00095.wav,classical,,val,1
classical.00096,data/raw/gtzan/genres_original\classical\classical.00096.wav,classical,,train,1
classical.00097,data/raw/gtzan/genres_original\classical\classical.00097.wav,classical,,val,1
classical.00098,data/raw/gtzan/genres_original\classical\classical.00098.wav,classical,,train,1
classical.00099,data/raw/gtzan/genres_original\classical\classical.00099.wav,classical,,train,1
country.00000,data/raw/gtzan/genres_original\country\country.00000.wav,country,,val,2
country.00001,data/raw/gtzan/genres_original\country\country.00001.wav,country,,train,2
country.00002,data/raw/gtzan/genres_original\country\country.00002.wav,country,,train,2
country.00003,data/raw/gtzan/genres_original\country\country.00003.wav,country,,train,2
country.00004,data/raw/gtzan/genres_original\country\country.00004.wav,country,,train,2
country.00005,data/raw/gtzan/genres_original\country\country.00005.wav,country,,test,2
country.00006,data/raw/gtzan/genres_original\country\country.00006.wav,country,,train,2
country.00007,data/raw/gtzan/genres_original\country\country.00007.wav,country,,train,2
country.00008,data/raw/gtzan/genres_original\country\country.00008.wav,country,,train,2
country.00009,data/raw/gtzan/genres_original\country\country.00009.wav,country,,train,2
country.00010,data/raw/gtzan/genres_original\country\country.00010.wav,country,,val,2
country.00011,data/raw/gtzan/genres_original\country\country.00011.wav,country,,test,2
country.00012,data/raw/gtzan/genres_original\country\country.00012.wav,country,,train,2
country.00013,data/raw/gtzan/genres_original\country\country.00013.wav,country,,train,2
country.00014,data/raw/gtzan/genres_original\country\country.00014.wav,country,,train,2
country.00015,data/raw/gtzan/genres_original\country\country.00015.wav,country,,val,2
country.00016,data/raw/gtzan/genres_original\country\country.00016.wav,country,,test,2
country.00017,data/raw/gtzan/genres_original\country\country.00017.wav,country,,train,2
country.00018,data/raw/gtzan/genres_original\country\country.00018.wav,country,,train,2
country.00019,data/raw/gtzan/genres_original\country\country.00019.wav,country,,test,2
country.00020,data/raw/gtzan/genres_original\country\country.00020.wav,country,,train,2
country.00021,data/raw/gtzan/genres_original\country\country.00021.wav,country,,train,2
country.00022,data/raw/gtzan/genres_original\country\country.00022.wav,country,,val,2
country.00023,data/raw/gtzan/genres_original\country\country.00023.wav,country,,train,2
country.00024,data/raw/gtzan/genres_original\country\country.00024.wav,country,,train,2
country.00025,data/raw/gtzan/genres_original\country\country.00025.wav,country,,train,2
country.00026,data/raw/gtzan/genres_original\country\country.00026.wav,country,,test,2
country.00027,data/raw/gtzan/genres_original\country\country.00027.wav,country,,train,2
country.00028,data/raw/gtzan/genres_original\country\country.00028.wav,country,,train,2
country.00029,data/raw/gtzan/genres_original\country\country.00029.wav,country,,train,2
country.00030,data/raw/gtzan/genres_original\country\country.00030.wav,country,,train,2
country.00031,data/raw/gtzan/genres_original\country\country.00031.wav,country,,train,2
country.00032,data/raw/gtzan/genres_original\country\country.00032.wav,country,,train,2
country.00033,data/raw/gtzan/genres_original\country\country.00033.wav,country,,test,2
country.00034,data/raw/gtzan/genres_original\country\country.00034.wav,country,,train,2
country.00035,data/raw/gtzan/genres_original\country\country.00035.wav,country,,train,2
country.00036,data/raw/gtzan/genres_original\country\country.00036.wav,country,,val,2
country.00037,data/raw/gtzan/genres_original\country\country.00037.wav,country,,train,2
country.00038,data/raw/gtzan/genres_original\country\country.00038.wav,country,,train,2
country.00039,data/raw/gtzan/genres_original\country\country.00039.wav,country,,val,2
country.00040,data/raw/gtzan/genres_original\country\country.00040.wav,country,,train,2
country.00041,data/raw/gtzan/genres_original\country\country.00041.wav,country,,train,2
country.00042,data/raw/gtzan/genres_original\country\country.00042.wav,country,,train,2
country.00043,data/raw/gtzan/genres_original\country\country.00043.wav,country,,train,2
country.00044,data/raw/gtzan/genres_original\country\country.00044.wav,country,,train,2
country.00045,data/raw/gtzan/genres_original\country\country.00045.wav,country,,train,2
country.00046,data/raw/gtzan/genres_original\country\country.00046.wav,country,,test,2
country.00047,data/raw/gtzan/genres_original\country\country.00047.wav,country,,train,2
country.00048,data/raw/gtzan/genres_original\country\country.00048.wav,country,,train,2
country.00049,data/raw/gtzan/genres_original\country\country.00049.wav,country,,train,2
country.00050,data/raw/gtzan/genres_original\country\country.00050.wav,country,,train,2
country.00051,data/raw/gtzan/genres_original\country\country.00051.wav,country,,val,2
country.00052,data/raw/gtzan/genres_original\country\country.00052.wav,country,,train,2
country.00053,data/raw/gtzan/genres_original\country\country.00053.wav,country,,train,2
country.00054,data/raw/gtzan/genres_original\country\country.00054.wav,country,,train,2
country.00055,data/raw/gtzan/genres_original\country\country.00055.wav,country,,train,2
country.00056,data/raw/gtzan/genres_original\country\country.00056.wav,country,,train,2
country.00057,data/raw/gtzan/genres_original\country\country.00057.wav,country,,train,2
country.00058,data/raw/gtzan/genres_original\country\country.00058.wav,country,,train,2
country.00059,data/raw/gtzan/genres_original\country\country.00059.wav,country,,val,2
country.00060,data/raw/gtzan/genres_original\country\country.00060.wav,country,,train,2
country.00061,data/raw/gtzan/genres_original\country\country.00061.wav,country,,test,2
country.00062,data/raw/gtzan/genres_original\country\country.00062.wav,country,,train,2
country.00063,data/raw/gtzan/genres_original\country\country.00063.wav,country,,train,2
country.00064,data/raw/gtzan/genres_original\country\country.00064.wav,country,,val,2
country.00065,data/raw/gtzan/genres_original\country\country.00065.wav,country,,train,2
country.00066,data/raw/gtzan/genres_original\country\country.00066.wav,country,,train,2
country.00067,data/raw/gtzan/genres_original\country\country.00067.wav,country,,train,2
country.00068,data/raw/gtzan/genres_original\country\country.00068.wav,country,,train,2
country.00069,data/raw/gtzan/genres_original\country\country.00069.wav,country,,test,2
country.00070,data/raw/gtzan/genres_original\country\country.00070.wav,country,,train,2
country.00071,data/raw/gtzan/genres_original\country\country.00071.wav,country,,val,2
country.00072,data/raw/gtzan/genres_original\country\country.00072.wav,country,,train,2
country.00073,data/raw/gtzan/genres_original\country\country.00073.wav,country,,train,2
country.00074,data/raw/gtzan/genres_original\country\country.00074.wav,country,,test,2
country.00075,data/raw/gtzan/genres_original\country\country.00075.wav,country,,train,2
country.00076,data/raw/gtzan/genres_original\country\country.00076.wav,country,,train,2
country.00077,data/raw/gtzan/genres_original\country\country.00077.wav,country,,val,2
country.00078,data/raw/gtzan/genres_original\country\country.00078.wav,country,,train,2
country.00079,data/raw/gtzan/genres_original\country\country.00079.wav,country,,test,2
country.00080,data/raw/gtzan/genres_original\country\country.00080.wav,country,,train,2
country.00081,data/raw/gtzan/genres_original\country\country.00081.wav,country,,train,2
country.00082,data/raw/gtzan/genres_original\country\country.00082.wav,country,,train,2
country.00083,data/raw/gtzan/genres_original\country\country.00083.wav,country,,val,2
country.00084,data/raw/gtzan/genres_original\country\country.00084.wav,country,,train,2
country.00085,data/raw/gtzan/genres_original\country\country.00085.wav,country,,train,2
country.00086,data/raw/gtzan/genres_original\country\country.00086.wav,country,,test,2
country.00087,data/raw/gtzan/genres_original\country\country.00087.wav,country,,train,2
country.00088,data/raw/gtzan/genres_original\country\country.00088.wav,country,,test,2
country.00089,data/raw/gtzan/genres_original\country\country.00089.wav,country,,train,2
country.00090,data/raw/gtzan/genres_original\country\country.00090.wav,country,,test,2
country.00091,data/raw/gtzan/genres_original\country\country.00091.wav,country,,test,2
country.00092,data/raw/gtzan/genres_original\country\country.00092.wav,country,,val,2
country.00093,data/raw/gtzan/genres_original\country\country.00093.wav,country,,train,2
country.00094,data/raw/gtzan/genres_original\country\country.00094.wav,country,,train,2
country.00095,data/raw/gtzan/genres_original\country\country.00095.wav,country,,train,2
country.00096,data/raw/gtzan/genres_original\country\country.00096.wav,country,,train,2
country.00097,data/raw/gtzan/genres_original\country\country.00097.wav,country,,train,2
country.00098,data/raw/gtzan/genres_original\country\country.00098.wav,country,,val,2
country.00099,data/raw/gtzan/genres_original\country\country.00099.wav,country,,val,2
disco.00000,data/raw/gtzan/genres_original\disco\disco.00000.wav,disco,,train,3
disco.00001,data/raw/gtzan/genres_original\disco\disco.00001.wav,disco,,test,3
disco.00002,data/raw/gtzan/genres_original\disco\disco.00002.wav,disco,,val,3
disco.00003,data/raw/gtzan/genres_original\disco\disco.00003.wav,disco,,train,3
disco.00004,data/raw/gtzan/genres_original\disco\disco.00004.wav,disco,,test,3
disco.00005,data/raw/gtzan/genres_original\disco\disco.00005.wav,disco,,train,3
disco.00006,data/raw/gtzan/genres_original\disco\disco.00006.wav,disco,,train,3
disco.00007,data/raw/gtzan/genres_original\disco\disco.00007.wav,disco,,train,3
disco.00008,data/raw/gtzan/genres_original\disco\disco.00008.wav,disco,,train,3
disco.00009,data/raw/gtzan/genres_original\disco\disco.00009.wav,disco,,val,3
disco.00010,data/raw/gtzan/genres_original\disco\disco.00010.wav,disco,,train,3
disco.00011,data/raw/gtzan/genres_original\disco\disco.00011.wav,disco,,train,3
disco.00012,data/raw/gtzan/genres_original\disco\disco.00012.wav,disco,,train,3
disco.00013,data/raw/gtzan/genres_original\disco\disco.00013.wav,disco,,val,3
disco.00014,data/raw/gtzan/genres_original\disco\disco.00014.wav,disco,,train,3
disco.00015,data/raw/gtzan/genres_original\disco\disco.00015.wav,disco,,test,3
disco.00016,data/raw/gtzan/genres_original\disco\disco.00016.wav,disco,,train,3
disco.00017,data/raw/gtzan/genres_original\disco\disco.00017.wav,disco,,train,3
disco.00018,data/raw/gtzan/genres_original\disco\disco.00018.wav,disco,,train,3
disco.00019,data/raw/gtzan/genres_original\disco\disco.00019.wav,disco,,train,3
disco.00020,data/raw/gtzan/genres_original\disco\disco.00020.wav,disco,,test,3
disco.00021,data/raw/gtzan/genres_original\disco\disco.00021.wav,disco,,train,3
disco.00022,data/raw/gtzan/genres_original\disco\disco.00022.wav,disco,,train,3
disco.00023,data/raw/gtzan/genres_original\disco\disco.00023.wav,disco,,val,3
disco.00024,data/raw/gtzan/genres_original\disco\disco.00024.wav,disco,,train,3
disco.00025,data/raw/gtzan/genres_original\disco\disco.00025.wav,disco,,val,3
disco.00026,data/raw/gtzan/genres_original\disco\disco.00026.wav,disco,,test,3
disco.00027,data/raw/gtzan/genres_original\disco\disco.00027.wav,disco,,train,3
disco.00028,data/raw/gtzan/genres_original\disco\disco.00028.wav,disco,,test,3
disco.00029,data/raw/gtzan/genres_original\disco\disco.00029.wav,disco,,train,3
disco.00030,data/raw/gtzan/genres_original\disco\disco.00030.wav,disco,,train,3
disco.00031,data/raw/gtzan/genres_original\disco\disco.00031.wav,disco,,train,3
disco.00032,data/raw/gtzan/genres_original\disco\disco.00032.wav,disco,,train,3
disco.00033,data/raw/gtzan/genres_original\disco\disco.00033.wav,disco,,train,3
disco.00034,data/raw/gtzan/genres_original\disco\disco.00034.wav,disco,,train,3
disco.00035,data/raw/gtzan/genres_original\disco\disco.00035.wav,disco,,train,3
disco.00036,data/raw/gtzan/genres_original\disco\disco.00036.wav,disco,,test,3
disco.00037,data/raw/gtzan/genres_original\disco\disco.00037.wav,disco,,train,3
disco.00038,data/raw/gtzan/genres_original\disco\disco.00038.wav,disco,,train,3
disco.00039,data/raw/gtzan/genres_original\disco\disco.00039.wav,disco,,train,3
disco.00040,data/raw/gtzan/genres_original\disco\disco.00040.wav,disco,,train,3
disco.00041,data/raw/gtzan/genres_original\disco\disco.00041.wav,disco,,train,3
disco.00042,data/raw/gtzan/genres_original\disco\disco.00042.wav,disco,,train,3
disco.00043,data/raw/gtzan/genres_original\disco\disco.00043.wav,disco,,test,3
disco.00044,data/raw/gtzan/genres_original\disco\disco.00044.wav,disco,,train,3
disco.00045,data/raw/gtzan/genres_original\disco\disco.00045.wav,disco,,val,3
disco.00046,data/raw/gtzan/genres_original\disco\disco.00046.wav,disco,,val,3
disco.00047,data/raw/gtzan/genres_original\disco\disco.00047.wav,disco,,train,3
disco.00048,data/raw/gtzan/genres_original\disco\disco.00048.wav,disco,,val,3
disco.00049,data/raw/gtzan/genres_original\disco\disco.00049.wav,disco,,test,3
